time,poa_global,poa_direct,poa_diffuse,temp_air,wind_speed
2020-01-01 00:10:00,0.0,0.0,0.0,1.82,3.1
2020-01-01 01:10:00,0.0,0.0,0.0,1.46,2.9
2020-01-01 02:10:00,0.0,0.0,0.0,1.05,2.97
2020-01-01 03:10:00,0.0,0.0,0.0,0.56,3.17
2020-01-01 04:10:00,0.0,0.0,0.0,0.2,3.1
2020-01-01 05:10:00,0.0,0.0,0.0,0.21,2.97
2020-01-01 06:10:00,0.0,0.0,0.0,0.02,3.03
2020-01-01 07:10:00,0.0,0.0,0.0,0.38,3.52
2020-01-01 08:10:00,127.97,97.43,30.53,0.25,3.59
2020-01-01 09:10:00,132.43,55.13,77.3,0.9,3.45
2020-01-01 10:10:00,116.34,23.98,92.36,1.86,3.66
2020-01-01 11:10:00,325.16,165.59,159.57000000000002,2.99,3.59
2020-01-01 12:10:00,573.98,397.49,176.49,3.96,3.24
2020-01-01 13:10:00,644.96,512.6,132.35,4.62,2.97
2020-01-01 14:10:00,413.39,308.57,104.81,4.46,2.69
2020-01-01 15:10:00,0.0,0.0,0.0,3.67,2.9
2020-01-01 16:10:00,0.0,0.0,0.0,2.4,3.03
2020-01-01 17:10:00,0.0,0.0,0.0,1.53,2.97
2020-01-01 18:10:00,0.0,0.0,0.0,0.94,2.97
2020-01-01 19:10:00,0.0,0.0,0.0,0.51,3.03
2020-01-01 20:10:00,0.0,0.0,0.0,0.22,2.97
2020-01-01 21:10:00,0.0,0.0,0.0,0.04,2.9
2020-01-01 22:10:00,0.0,0.0,0.0,-0.09,2.62
2020-01-01 23:10:00,0.0,0.0,0.0,-0.43,2.28
2020-01-02 00:10:00,0.0,0.0,0.0,-0.83,2.28
2020-01-02 01:10:00,0.0,0.0,0.0,-1.08,2.34
2020-01-02 02:10:00,0.0,0.0,0.0,-1.14,2.21
2020-01-02 03:10:00,0.0,0.0,0.0,-1.1,2.14
2020-01-02 04:10:00,0.0,0.0,0.0,-0.83,2.07
2020-01-02 05:10:00,0.0,0.0,0.0,-0.52,2.14
2020-01-02 06:10:00,0.0,0.0,0.0,-0.05,2.21
2020-01-02 07:10:00,0.0,0.0,0.0,-0.86,2.69
2020-01-02 08:10:00,36.29,17.56,18.73,-0.74,2.69
2020-01-02 09:10:00,88.81,25.32,63.489999999999995,0.54,2.48
2020-01-02 10:10:00,125.64,30.71,94.92999999999999,1.83,2.69
2020-01-02 11:10:00,629.58,459.81,169.78,2.65,2.97
2020-01-02 12:10:00,514.72,341.35,173.37,3.46,3.1
2020-01-02 13:10:00,111.46,24.42,87.04,3.84,3.38
2020-01-02 14:10:00,91.15,31.41,59.74,4.11,3.38
2020-01-02 15:10:00,0.0,0.0,0.0,3.89,3.45
2020-01-02 16:10:00,0.0,0.0,0.0,3.55,3.59
2020-01-02 17:10:00,0.0,0.0,0.0,3.84,3.66
2020-01-02 18:10:00,0.0,0.0,0.0,3.93,3.59
2020-01-02 19:10:00,0.0,0.0,0.0,3.73,3.38
2020-01-02 20:10:00,0.0,0.0,0.0,3.76,3.45
2020-01-02 21:10:00,0.0,0.0,0.0,4.06,3.59
2020-01-02 22:10:00,0.0,0.0,0.0,4.22,3.66
2020-01-02 23:10:00,0.0,0.0,0.0,4.54,3.79
2020-01-03 00:10:00,0.0,0.0,0.0,4.78,3.66
2020-01-03 01:10:00,0.0,0.0,0.0,5.2,3.45
2020-01-03 02:10:00,0.0,0.0,0.0,5.52,3.45
2020-01-03 03:10:00,0.0,0.0,0.0,5.8,3.45
2020-01-03 04:10:00,0.0,0.0,0.0,5.94,3.45
2020-01-03 05:10:00,0.0,0.0,0.0,5.98,3.45
2020-01-03 06:10:00,0.0,0.0,0.0,6.03,3.52
2020-01-03 07:10:00,0.0,0.0,0.0,6.8,4.07
2020-01-03 08:10:00,134.16,104.29,29.880000000000003,7.05,4.21
2020-01-03 09:10:00,17.64,0.0,17.64,7.4,4.34
2020-01-03 10:10:00,48.51,0.0,48.51,7.83,4.83
2020-01-03 11:10:00,59.98,0.0,59.980000000000004,8.2,5.17
2020-01-03 12:10:00,43.22,0.0,43.22,8.62,5.31
2020-01-03 13:10:00,30.87,0.0,30.880000000000003,9.14,5.52
2020-01-03 14:10:00,8.82,0.0,8.819999999999999,9.16,5.52
2020-01-03 15:10:00,1.76,0.0,1.77,9.02,5.79
2020-01-03 16:10:00,0.0,0.0,0.0,8.8,6.14
2020-01-03 17:10:00,0.0,0.0,0.0,8.72,6.41
2020-01-03 18:10:00,0.0,0.0,0.0,8.32,6.07
2020-01-03 19:10:00,0.0,0.0,0.0,7.68,5.17
2020-01-03 20:10:00,0.0,0.0,0.0,6.69,4.83
2020-01-03 21:10:00,0.0,0.0,0.0,6.1,4.41
2020-01-03 22:10:00,0.0,0.0,0.0,5.48,4.0
2020-01-03 23:10:00,0.0,0.0,0.0,4.85,3.03
2020-01-04 00:10:00,0.0,0.0,0.0,4.25,2.76
2020-01-04 01:10:00,0.0,0.0,0.0,3.96,2.9
2020-01-04 02:10:00,0.0,0.0,0.0,3.78,3.1
2020-01-04 03:10:00,0.0,0.0,0.0,3.12,3.17
2020-01-04 04:10:00,0.0,0.0,0.0,2.55,3.38
2020-01-04 05:10:00,0.0,0.0,0.0,2.59,3.59
2020-01-04 06:10:00,0.0,0.0,0.0,2.96,3.93
2020-01-04 07:10:00,0.0,0.0,0.0,3.43,4.07
2020-01-04 08:10:00,76.37,51.51,24.86,3.75,4.41
2020-01-04 09:10:00,88.37,25.02,63.35,4.06,4.76
2020-01-04 10:10:00,89.07,10.14,78.94,4.44,5.38
2020-01-04 11:10:00,79.58,3.14,76.44,4.79,5.45
2020-01-04 12:10:00,113.78,15.78,98.0,4.87,5.59
2020-01-04 13:10:00,122.31,30.96,91.35,5.14,5.38
2020-01-04 14:10:00,37.05,0.0,37.05,5.33,5.17
2020-01-04 15:10:00,22.47,11.09,11.38,5.53,5.38
2020-01-04 16:10:00,0.0,0.0,0.0,5.66,5.38
2020-01-04 17:10:00,0.0,0.0,0.0,5.8,5.24
2020-01-04 18:10:00,0.0,0.0,0.0,5.85,5.1
2020-01-04 19:10:00,0.0,0.0,0.0,5.78,4.69
2020-01-04 20:10:00,0.0,0.0,0.0,5.76,4.28
2020-01-04 21:10:00,0.0,0.0,0.0,5.68,3.86
2020-01-04 22:10:00,0.0,0.0,0.0,5.59,3.38
2020-01-04 23:10:00,0.0,0.0,0.0,5.48,2.9
2020-01-05 00:10:00,0.0,0.0,0.0,5.43,2.76
2020-01-05 01:10:00,0.0,0.0,0.0,5.4,2.62
2020-01-05 02:10:00,0.0,0.0,0.0,5.39,2.41
2020-01-05 03:10:00,0.0,0.0,0.0,5.43,2.28
2020-01-05 04:10:00,0.0,0.0,0.0,5.45,2.28
2020-01-05 05:10:00,0.0,0.0,0.0,5.45,2.48
2020-01-05 06:10:00,0.0,0.0,0.0,5.4,2.62
2020-01-05 07:10:00,0.0,0.0,0.0,5.02,2.07
2020-01-05 08:10:00,11.47,0.0,11.47,4.84,1.79
2020-01-05 09:10:00,39.69,0.0,39.69,4.97,1.66
2020-01-05 10:10:00,42.34,0.0,42.339999999999996,5.87,2.55
2020-01-05 11:10:00,21.17,0.0,21.169999999999998,6.12,2.48
2020-01-05 12:10:00,48.51,0.0,48.51,6.54,2.48
2020-01-05 13:10:00,43.22,0.0,43.22,6.75,2.41
2020-01-05 14:10:00,22.05,0.0,22.05,6.65,2.07
2020-01-05 15:10:00,2.65,0.0,2.65,6.48,1.93
2020-01-05 16:10:00,0.0,0.0,0.0,5.65,1.86
2020-01-05 17:10:00,0.0,0.0,0.0,5.29,1.86
2020-01-05 18:10:00,0.0,0.0,0.0,4.81,2.0
2020-01-05 19:10:00,0.0,0.0,0.0,4.85,1.79
2020-01-05 20:10:00,0.0,0.0,0.0,4.09,1.93
2020-01-05 21:10:00,0.0,0.0,0.0,3.79,1.79
2020-01-05 22:10:00,0.0,0.0,0.0,3.5,1.86
2020-01-05 23:10:00,0.0,0.0,0.0,3.52,1.93
2020-01-06 00:10:00,0.0,0.0,0.0,3.51,2.0
2020-01-06 01:10:00,0.0,0.0,0.0,3.52,2.0
2020-01-06 02:10:00,0.0,0.0,0.0,3.48,2.0
2020-01-06 03:10:00,0.0,0.0,0.0,3.23,2.0
2020-01-06 04:10:00,0.0,0.0,0.0,3.27,1.93
2020-01-06 05:10:00,0.0,0.0,0.0,3.26,1.86
2020-01-06 06:10:00,0.0,0.0,0.0,3.13,1.93
2020-01-06 07:10:00,0.0,0.0,0.0,3.28,2.07
2020-01-06 08:10:00,26.02,8.33,17.69,2.73,2.28
2020-01-06 09:10:00,175.98,86.35,89.63,2.76,2.41
2020-01-06 10:10:00,663.6,521.22,142.37,3.73,2.55
2020-01-06 11:10:00,747.01,590.38,156.63,4.8,2.76
2020-01-06 12:10:00,767.76,620.65,147.1,5.55,2.76
2020-01-06 13:10:00,678.11,548.73,129.37,6.17,2.76
2020-01-06 14:10:00,460.54,354.31,106.23,6.25,2.69
2020-01-06 15:10:00,163.03,140.69,22.34,5.45,3.24
2020-01-06 16:10:00,0.0,0.0,0.0,4.36,3.66
2020-01-06 17:10:00,0.0,0.0,0.0,3.82,3.86
2020-01-06 18:10:00,0.0,0.0,0.0,3.44,3.93
2020-01-06 19:10:00,0.0,0.0,0.0,2.75,3.52
2020-01-06 20:10:00,0.0,0.0,0.0,2.73,3.17
2020-01-06 21:10:00,0.0,0.0,0.0,2.49,2.62
2020-01-06 22:10:00,0.0,0.0,0.0,2.19,2.41
2020-01-06 23:10:00,0.0,0.0,0.0,2.14,2.62
2020-01-07 00:10:00,0.0,0.0,0.0,2.52,2.69
2020-01-07 01:10:00,0.0,0.0,0.0,3.24,2.69
2020-01-07 02:10:00,0.0,0.0,0.0,4.46,3.17
2020-01-07 03:10:00,0.0,0.0,0.0,5.2,3.59
2020-01-07 04:10:00,0.0,0.0,0.0,5.77,3.72
2020-01-07 05:10:00,0.0,0.0,0.0,6.19,3.79
2020-01-07 06:10:00,0.0,0.0,0.0,6.49,3.72
2020-01-07 07:10:00,0.0,0.0,0.0,5.74,2.97
2020-01-07 08:10:00,24.0,8.19,15.819999999999999,5.82,2.69
2020-01-07 09:10:00,41.46,0.0,41.46,5.76,2.48
2020-01-07 10:10:00,416.78,262.3,154.47,6.3,2.55
2020-01-07 11:10:00,115.08,15.44,99.64,7.02,2.69
2020-01-07 12:10:00,64.39,0.0,64.39,7.57,3.03
2020-01-07 13:10:00,50.28,0.0,50.28,7.92,3.24
2020-01-07 14:10:00,37.93,0.0,37.93,7.86,2.9
2020-01-07 15:10:00,178.3,153.24,25.05,7.44,2.55
2020-01-07 16:10:00,0.0,0.0,0.0,6.87,2.34
2020-01-07 17:10:00,0.0,0.0,0.0,5.93,2.9
2020-01-07 18:10:00,0.0,0.0,0.0,5.63,3.38
2020-01-07 19:10:00,0.0,0.0,0.0,5.31,3.79
2020-01-07 20:10:00,0.0,0.0,0.0,5.25,3.93
2020-01-07 21:10:00,0.0,0.0,0.0,4.98,3.86
2020-01-07 22:10:00,0.0,0.0,0.0,5.25,3.86
2020-01-07 23:10:00,0.0,0.0,0.0,5.46,3.59
2020-01-08 00:10:00,0.0,0.0,0.0,5.61,3.38
2020-01-08 01:10:00,0.0,0.0,0.0,5.75,3.38
2020-01-08 02:10:00,0.0,0.0,0.0,6.15,3.31
2020-01-08 03:10:00,0.0,0.0,0.0,6.7,3.24
2020-01-08 04:10:00,0.0,0.0,0.0,7.49,3.1
2020-01-08 05:10:00,0.0,0.0,0.0,8.22,3.17
2020-01-08 06:10:00,0.0,0.0,0.0,8.96,3.45
2020-01-08 07:10:00,0.0,0.0,0.0,8.34,3.52
2020-01-08 08:10:00,6.17,0.0,6.18,8.67,3.38
2020-01-08 09:10:00,93.21,28.31,64.89999999999999,9.08,3.52
2020-01-08 10:10:00,37.05,0.0,37.05,9.52,3.66
2020-01-08 11:10:00,86.58,3.07,83.51,9.79,3.72
2020-01-08 12:10:00,37.05,0.0,37.05,10.12,3.66
2020-01-08 13:10:00,47.63,0.0,47.629999999999995,10.38,3.52
2020-01-08 14:10:00,137.02,62.31,74.71000000000001,10.59,3.24
2020-01-08 15:10:00,10.58,0.0,10.58,10.63,3.17
2020-01-08 16:10:00,0.0,0.0,0.0,10.6,3.03
2020-01-08 17:10:00,0.0,0.0,0.0,10.56,2.83
2020-01-08 18:10:00,0.0,0.0,0.0,10.5,2.55
2020-01-08 19:10:00,0.0,0.0,0.0,9.94,2.48
2020-01-08 20:10:00,0.0,0.0,0.0,9.9,2.41
2020-01-08 21:10:00,0.0,0.0,0.0,9.86,2.28
2020-01-08 22:10:00,0.0,0.0,0.0,9.83,2.34
2020-01-08 23:10:00,0.0,0.0,0.0,9.78,2.48
2020-01-09 00:10:00,0.0,0.0,0.0,9.77,2.76
2020-01-09 01:10:00,0.0,0.0,0.0,9.8,2.9
2020-01-09 02:10:00,0.0,0.0,0.0,9.82,2.97
2020-01-09 03:10:00,0.0,0.0,0.0,9.85,3.17
2020-01-09 04:10:00,0.0,0.0,0.0,9.94,3.38
2020-01-09 05:10:00,0.0,0.0,0.0,10.16,3.45
2020-01-09 06:10:00,0.0,0.0,0.0,10.37,3.59
2020-01-09 07:10:00,0.0,0.0,0.0,10.29,4.55
2020-01-09 08:10:00,14.11,0.0,14.110000000000001,10.57,4.62
2020-01-09 09:10:00,233.01,136.27,96.75,10.9,4.62
2020-01-09 10:10:00,71.8,3.28,68.52,11.28,4.76
2020-01-09 11:10:00,44.1,0.0,44.1,11.59,4.83
2020-01-09 12:10:00,39.69,0.0,39.69,11.79,5.03
2020-01-09 13:10:00,39.69,0.0,39.69,11.9,5.24
2020-01-09 14:10:00,20.29,0.0,20.28,11.78,5.03
2020-01-09 15:10:00,8.82,0.0,8.819999999999999,11.59,4.69
2020-01-09 16:10:00,0.0,0.0,0.0,11.31,4.34
2020-01-09 17:10:00,0.0,0.0,0.0,11.02,4.21
2020-01-09 18:10:00,0.0,0.0,0.0,10.77,4.21
2020-01-09 19:10:00,0.0,0.0,0.0,10.95,4.28
2020-01-09 20:10:00,0.0,0.0,0.0,10.68,4.14
2020-01-09 21:10:00,0.0,0.0,0.0,10.3,4.21
2020-01-09 22:10:00,0.0,0.0,0.0,10.25,4.34
2020-01-09 23:10:00,0.0,0.0,0.0,9.94,4.21
2020-01-10 00:10:00,0.0,0.0,0.0,9.92,4.0
2020-01-10 01:10:00,0.0,0.0,0.0,9.95,3.72
2020-01-10 02:10:00,0.0,0.0,0.0,9.87,3.59
2020-01-10 03:10:00,0.0,0.0,0.0,9.74,3.72
2020-01-10 04:10:00,0.0,0.0,0.0,9.46,4.0
2020-01-10 05:10:00,0.0,0.0,0.0,8.93,3.86
2020-01-10 06:10:00,0.0,0.0,0.0,8.33,3.38
2020-01-10 07:10:00,0.0,0.0,0.0,8.44,2.97
2020-01-10 08:10:00,12.35,0.0,12.35,8.36,2.9
2020-01-10 09:10:00,11.47,0.0,11.47,8.37,2.76
2020-01-10 10:10:00,265.41,130.05,135.35999999999999,8.36,2.83
2020-01-10 11:10:00,82.08,3.03,79.06,8.27,3.66
2020-01-10 12:10:00,31.75,0.0,31.75,8.05,3.72
2020-01-10 13:10:00,23.81,0.0,23.81,7.78,4.0
2020-01-10 14:10:00,38.81,0.0,38.81,7.84,4.34
2020-01-10 15:10:00,6.17,0.0,6.18,7.27,4.62
2020-01-10 16:10:00,0.0,0.0,0.0,6.68,4.69
2020-01-10 17:10:00,0.0,0.0,0.0,6.13,3.86
2020-01-10 18:10:00,0.0,0.0,0.0,5.76,3.38
2020-01-10 19:10:00,0.0,0.0,0.0,5.61,3.17
2020-01-10 20:10:00,0.0,0.0,0.0,5.34,2.9
2020-01-10 21:10:00,0.0,0.0,0.0,5.05,2.48
2020-01-10 22:10:00,0.0,0.0,0.0,5.0,2.14
2020-01-10 23:10:00,0.0,0.0,0.0,4.89,2.0
2020-01-11 00:10:00,0.0,0.0,0.0,4.73,2.0
2020-01-11 01:10:00,0.0,0.0,0.0,4.42,1.66
2020-01-11 02:10:00,0.0,0.0,0.0,4.11,1.72
2020-01-11 03:10:00,0.0,0.0,0.0,4.12,1.72
2020-01-11 04:10:00,0.0,0.0,0.0,3.77,1.66
2020-01-11 05:10:00,0.0,0.0,0.0,3.44,1.79
2020-01-11 06:10:00,0.0,0.0,0.0,3.16,1.93
2020-01-11 07:10:00,0.0,0.0,0.0,2.96,2.34
2020-01-11 08:10:00,10.58,0.0,10.58,2.78,2.48
2020-01-11 09:10:00,53.19,3.93,49.26,3.42,2.69
2020-01-11 10:10:00,118.87,22.58,96.28,4.36,2.97
2020-01-11 11:10:00,96.32,6.01,90.31,5.07,3.59
2020-01-11 12:10:00,112.64,12.04,100.59,5.53,3.66
2020-01-11 13:10:00,355.29,204.2,151.09,5.97,3.66
2020-01-11 14:10:00,347.54,234.73,112.81,6.11,3.03
2020-01-11 15:10:00,116.92,87.71,29.220000000000002,5.74,2.62
2020-01-11 16:10:00,0.0,0.0,0.0,4.98,2.55
2020-01-11 17:10:00,0.0,0.0,0.0,4.42,2.83
2020-01-11 18:10:00,0.0,0.0,0.0,4.13,3.03
2020-01-11 19:10:00,0.0,0.0,0.0,3.67,2.97
2020-01-11 20:10:00,0.0,0.0,0.0,3.18,2.97
2020-01-11 21:10:00,0.0,0.0,0.0,2.82,3.03
2020-01-11 22:10:00,0.0,0.0,0.0,2.56,3.03
2020-01-11 23:10:00,0.0,0.0,0.0,2.38,3.03
2020-01-12 00:10:00,0.0,0.0,0.0,2.2,3.03
2020-01-12 01:10:00,0.0,0.0,0.0,1.99,3.03
2020-01-12 02:10:00,0.0,0.0,0.0,1.78,2.9
2020-01-12 03:10:00,0.0,0.0,0.0,1.55,2.76
2020-01-12 04:10:00,0.0,0.0,0.0,1.37,2.76
2020-01-12 05:10:00,0.0,0.0,0.0,1.29,2.9
2020-01-12 06:10:00,0.0,0.0,0.0,1.3,3.03
2020-01-12 07:10:00,0.0,0.0,0.0,1.52,3.38
2020-01-12 08:10:00,8.82,0.0,8.819999999999999,1.79,3.45
2020-01-12 09:10:00,342.44,229.38,113.06,2.98,3.66
2020-01-12 10:10:00,632.88,489.67,143.21,4.73,3.31
2020-01-12 11:10:00,410.7,235.83,174.86,6.13,4.14
2020-01-12 12:10:00,190.75,59.75,130.98999999999998,7.13,4.48
2020-01-12 13:10:00,70.82,3.21,67.61,7.51,4.62
2020-01-12 14:10:00,17.64,0.0,17.64,7.45,5.24
2020-01-12 15:10:00,7.06,0.0,7.050000000000001,7.53,4.97
2020-01-12 16:10:00,0.0,0.0,0.0,7.42,4.69
2020-01-12 17:10:00,0.0,0.0,0.0,7.55,4.62
2020-01-12 18:10:00,0.0,0.0,0.0,7.74,4.62
2020-01-12 19:10:00,0.0,0.0,0.0,7.35,4.41
2020-01-12 20:10:00,0.0,0.0,0.0,7.11,4.21
2020-01-12 21:10:00,0.0,0.0,0.0,7.06,4.07
2020-01-12 22:10:00,0.0,0.0,0.0,6.82,3.66
2020-01-12 23:10:00,0.0,0.0,0.0,6.59,3.38
2020-01-13 00:10:00,0.0,0.0,0.0,6.6,3.31
2020-01-13 01:10:00,0.0,0.0,0.0,6.64,3.17
2020-01-13 02:10:00,0.0,0.0,0.0,6.27,2.9
2020-01-13 03:10:00,0.0,0.0,0.0,5.91,2.69
2020-01-13 04:10:00,0.0,0.0,0.0,5.87,2.62
2020-01-13 05:10:00,0.0,0.0,0.0,6.1,2.69
2020-01-13 06:10:00,0.0,0.0,0.0,6.3,2.76
2020-01-13 07:10:00,0.0,0.0,0.0,6.09,2.9
2020-01-13 08:10:00,233.99,193.96,40.03,6.21,2.83
2020-01-13 09:10:00,96.95,26.91,70.03,6.52,2.83
2020-01-13 10:10:00,185.56,66.65,118.9,6.94,2.69
2020-01-13 11:10:00,136.96,23.7,113.26,7.07,2.69
2020-01-13 12:10:00,108.74,8.89,99.85000000000001,7.57,3.52
2020-01-13 13:10:00,453.63,292.45,161.17000000000002,7.94,3.38
2020-01-13 14:10:00,470.52,359.08,111.44,7.93,3.59
2020-01-13 15:10:00,205.33,168.24,37.089999999999996,7.4,3.59
2020-01-13 16:10:00,0.0,0.0,0.0,6.95,3.93
2020-01-13 17:10:00,0.0,0.0,0.0,6.82,4.34
2020-01-13 18:10:00,0.0,0.0,0.0,7.22,4.83
2020-01-13 19:10:00,0.0,0.0,0.0,7.02,5.38
2020-01-13 20:10:00,0.0,0.0,0.0,7.59,5.59
2020-01-13 21:10:00,0.0,0.0,0.0,8.3,5.79
2020-01-13 22:10:00,0.0,0.0,0.0,8.69,5.93
2020-01-13 23:10:00,0.0,0.0,0.0,8.85,6.07
2020-01-14 00:10:00,0.0,0.0,0.0,8.76,6.14
2020-01-14 01:10:00,0.0,0.0,0.0,8.4,6.07
2020-01-14 02:10:00,0.0,0.0,0.0,8.3,6.21
2020-01-14 03:10:00,0.0,0.0,0.0,8.49,6.28
2020-01-14 04:10:00,0.0,0.0,0.0,8.65,6.48
2020-01-14 05:10:00,0.0,0.0,0.0,8.22,6.55
2020-01-14 06:10:00,0.0,0.0,0.0,8.14,6.41
2020-01-14 07:10:00,0.0,0.0,0.0,9.12,6.41
2020-01-14 08:10:00,26.37,7.0,19.37,9.31,6.55
2020-01-14 09:10:00,76.76,15.2,61.559999999999995,9.63,6.69
2020-01-14 10:10:00,71.62,3.15,68.47,9.96,6.69
2020-01-14 11:10:00,91.72,2.94,88.77999999999999,10.22,6.55
2020-01-14 12:10:00,86.39,2.94,83.45,10.39,6.41
2020-01-14 13:10:00,147.13,40.91,106.22,10.47,6.48
2020-01-14 14:10:00,122.12,45.63,76.49,10.54,6.55
2020-01-14 15:10:00,6.17,0.0,6.18,10.48,6.62
2020-01-14 16:10:00,0.0,0.0,0.0,10.56,6.55
2020-01-14 17:10:00,0.0,0.0,0.0,10.26,6.55
2020-01-14 18:10:00,0.0,0.0,0.0,10.1,6.62
2020-01-14 19:10:00,0.0,0.0,0.0,10.35,6.62
2020-01-14 20:10:00,0.0,0.0,0.0,10.59,6.55
2020-01-14 21:10:00,0.0,0.0,0.0,10.85,6.55
2020-01-14 22:10:00,0.0,0.0,0.0,11.41,6.48
2020-01-14 23:10:00,0.0,0.0,0.0,11.76,6.28
2020-01-15 00:10:00,0.0,0.0,0.0,11.32,5.86
2020-01-15 01:10:00,0.0,0.0,0.0,10.66,5.24
2020-01-15 02:10:00,0.0,0.0,0.0,10.68,5.24
2020-01-15 03:10:00,0.0,0.0,0.0,10.27,5.17
2020-01-15 04:10:00,0.0,0.0,0.0,9.92,5.03
2020-01-15 05:10:00,0.0,0.0,0.0,9.71,5.03
2020-01-15 06:10:00,0.0,0.0,0.0,9.15,4.97
2020-01-15 07:10:00,0.0,0.0,0.0,8.8,5.59
2020-01-15 08:10:00,14.11,0.0,14.110000000000001,8.63,5.52
2020-01-15 09:10:00,130.07,48.82,81.25,9.17,5.72
2020-01-15 10:10:00,220.43,90.44,129.99,10.04,5.93
2020-01-15 11:10:00,64.39,0.0,64.39,10.75,5.03
2020-01-15 12:10:00,607.97,422.6,185.38,11.16,4.9
2020-01-15 13:10:00,140.64,34.26,106.36999999999999,11.65,4.76
2020-01-15 14:10:00,403.82,284.58,119.25,12.01,6.0
2020-01-15 15:10:00,13.23,0.0,13.229999999999999,11.88,5.86
2020-01-15 16:10:00,0.0,0.0,0.0,11.86,5.72
2020-01-15 17:10:00,0.0,0.0,0.0,11.77,5.79
2020-01-15 18:10:00,0.0,0.0,0.0,11.68,5.72
2020-01-15 19:10:00,0.0,0.0,0.0,10.9,4.97
2020-01-15 20:10:00,0.0,0.0,0.0,10.52,4.76
2020-01-15 21:10:00,0.0,0.0,0.0,9.84,3.86
2020-01-15 22:10:00,0.0,0.0,0.0,8.84,2.9
2020-01-15 23:10:00,0.0,0.0,0.0,8.06,2.41
2020-01-16 00:10:00,0.0,0.0,0.0,7.25,2.0
2020-01-16 01:10:00,0.0,0.0,0.0,6.46,2.0
2020-01-16 02:10:00,0.0,0.0,0.0,5.79,1.93
2020-01-16 03:10:00,0.0,0.0,0.0,4.99,2.0
2020-01-16 04:10:00,0.0,0.0,0.0,4.36,2.07
2020-01-16 05:10:00,0.0,0.0,0.0,3.9,2.21
2020-01-16 06:10:00,0.0,0.0,0.0,3.86,2.28
2020-01-16 07:10:00,0.0,0.0,0.0,3.21,2.28
2020-01-16 08:10:00,224.9,179.2,45.690000000000005,3.67,2.34
2020-01-16 09:10:00,483.06,367.25,115.81,5.41,2.48
2020-01-16 10:10:00,688.84,550.0,138.85,7.58,2.69
2020-01-16 11:10:00,743.71,581.12,162.59,8.95,3.24
2020-01-16 12:10:00,564.39,375.6,188.79,10.08,4.14
2020-01-16 13:10:00,647.95,499.38,148.57,10.55,3.79
2020-01-16 14:10:00,556.09,457.15,98.94,10.56,3.52
2020-01-16 15:10:00,227.18,181.23,45.95,10.02,3.59
2020-01-16 16:10:00,0.0,0.0,0.0,8.84,3.72
2020-01-16 17:10:00,0.0,0.0,0.0,8.09,3.93
2020-01-16 18:10:00,0.0,0.0,0.0,7.67,4.14
2020-01-16 19:10:00,0.0,0.0,0.0,7.82,4.41
2020-01-16 20:10:00,0.0,0.0,0.0,7.88,4.76
2020-01-16 21:10:00,0.0,0.0,0.0,7.92,4.76
2020-01-16 22:10:00,0.0,0.0,0.0,7.92,4.69
2020-01-16 23:10:00,0.0,0.0,0.0,7.82,4.62
2020-01-17 00:10:00,0.0,0.0,0.0,7.64,4.28
2020-01-17 01:10:00,0.0,0.0,0.0,7.32,3.93
2020-01-17 02:10:00,0.0,0.0,0.0,6.94,4.0
2020-01-17 03:10:00,0.0,0.0,0.0,6.71,4.21
2020-01-17 04:10:00,0.0,0.0,0.0,6.46,4.21
2020-01-17 05:10:00,0.0,0.0,0.0,6.28,4.21
2020-01-17 06:10:00,0.0,0.0,0.0,5.99,4.14
2020-01-17 07:10:00,0.0,0.0,0.0,6.31,4.28
2020-01-17 08:10:00,6.17,0.0,6.18,6.27,4.14
2020-01-17 09:10:00,18.52,0.0,18.53,7.41,3.93
2020-01-17 10:10:00,124.59,24.49,100.10000000000001,8.38,3.79
2020-01-17 11:10:00,68.8,0.0,68.79,9.38,3.38
2020-01-17 12:10:00,74.97,0.0,74.97,10.21,3.38
2020-01-17 13:10:00,54.69,0.0,54.69,10.19,3.79
2020-01-17 14:10:00,44.98,0.0,44.980000000000004,9.8,3.59
2020-01-17 15:10:00,6.17,0.0,6.18,9.12,3.52
2020-01-17 16:10:00,0.0,0.0,0.0,8.78,3.66
2020-01-17 17:10:00,0.0,0.0,0.0,8.36,3.79
2020-01-17 18:10:00,0.0,0.0,0.0,7.77,4.07
2020-01-17 19:10:00,0.0,0.0,0.0,6.99,4.21
2020-01-17 20:10:00,0.0,0.0,0.0,6.39,4.55
2020-01-17 21:10:00,0.0,0.0,0.0,5.76,4.41
2020-01-17 22:10:00,0.0,0.0,0.0,5.33,4.0
2020-01-17 23:10:00,0.0,0.0,0.0,4.78,3.59
2020-01-18 00:10:00,0.0,0.0,0.0,4.4,3.38
2020-01-18 01:10:00,0.0,0.0,0.0,4.03,3.31
2020-01-18 02:10:00,0.0,0.0,0.0,4.28,3.31
2020-01-18 03:10:00,0.0,0.0,0.0,4.21,3.31
2020-01-18 04:10:00,0.0,0.0,0.0,4.32,3.38
2020-01-18 05:10:00,0.0,0.0,0.0,4.46,3.45
2020-01-18 06:10:00,0.0,0.0,0.0,4.27,3.17
2020-01-18 07:10:00,0.0,0.0,0.0,4.0,3.17
2020-01-18 08:10:00,54.8,25.1,29.7,3.91,3.24
2020-01-18 09:10:00,93.88,21.69,72.19000000000001,4.3,3.45
